"month","IATA_CODE","carrier","carrier_name","arr_flights","carrier_ct","weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_delay","AIRPORT","CITY","STATE","LATITUDE","LONGITUDE"
1,"ATL","EV","ExpressJet Airlines Inc.",905,46.82,0,48.93,0,102.26,17115,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
1,"ATL","YX","Republic Airline",409,12.19,0.86,24.55,0,30.4,2989,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
8,"ATL","EV","ExpressJet Airlines Inc.",1147,66.99,0,52.69,0,99.33,16061,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
1,"ATL","AA","American Airlines Inc.",956,64.22,5.08,40.49,1.27,41.94,8794,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
4,"ATL","B6","JetBlue Airways",292,50.36,1.03,26.94,1.75,31.92,6932,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
10,"ATL","EV","ExpressJet Airlines Inc.",560,22.81,0,14.08,0,48.12,6974,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
6,"ATL","EV","ExpressJet Airlines Inc.",1204,87.3,0,67.74,0,112.96,24920,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
4,"ATL","YX","Republic Airline",385,18.02,0.4,19.76,0,14.83,2799,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
6,"ATL","UA","United Air Lines Inc.",441,26.99,4.29,45.08,0,32.64,7514,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
11,"ATL","MQ","Envoy Air",55,0.54,1.7,5.82,0,4.93,479,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
4,"ATL","YV","Mesa Airlines Inc.",178,16,0,3,0,8,1624,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
8,"ATL","AS","Alaska Airlines Inc.",63,1.55,0,4.21,0,3.24,299,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
8,"ATL","AA","American Airlines Inc.",1002,93.5,10.83,96.86,2,77.81,18130,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
4,"ATL","OO","SkyWest Airlines Inc.",1932,59.58,7.34,92.95,0,163.12,19001,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
5,"ATL","AA","American Airlines Inc.",1008,62.44,10.66,85.59,0.2,68.11,14605,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
4,"ATL","F9","Frontier Airlines Inc.",293,19.45,0.04,10.95,0,34.57,6644,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
10,"ATL","NK","Spirit Air Lines",693,13.26,1.65,44.83,0,12.25,3536,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
7,"ATL","OH","PSA Airlines Inc.",112,9.6,3.63,5.5,0,8.28,1680,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
1,"ATL","9E","Endeavor Air Inc.",1834,68.24,19.87,82.68,0,170.22,35797,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
1,"ATL","OO","SkyWest Airlines Inc.",2115,99.39,31.22,124.11,0,366.28,62234,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
2,"ATL","AS","Alaska Airlines Inc.",28,1.89,0,2.11,0,0,225,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
3,"ATL","AS","Alaska Airlines Inc.",52,1.35,0,0.65,0,1,112,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
9,"ATL","9E","Endeavor Air Inc.",2032,40.53,15.3,88.16,0,142.01,17490,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
3,"ATL","DL","Delta Air Lines Inc.",21208,592.53,72.96,768.96,3.14,697.4,117864,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
11,"ATL","OO","SkyWest Airlines Inc.",1850,46.83,42.05,187.87,1.11,251.14,39550,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
2,"ATL","OO","SkyWest Airlines Inc.",1858,72.78,10.77,93.19,0,191.26,35927,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
10,"ATL","WN","Southwest Airlines Co.",3585,145.39,1.26,135.63,1.67,188.05,20946,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
9,"ATL","B6","JetBlue Airways",290,20.68,1.76,14.93,0,18.62,2869,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
1,"ATL","MQ","Envoy Air",56,1.09,0.79,2.46,0,1.67,224,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
10,"ATL","F9","Frontier Airlines Inc.",279,21.1,0,12.98,0,34.92,4035,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
3,"ATL","OO","SkyWest Airlines Inc.",2147,82.43,11.03,150.12,0.17,196.25,31722,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
3,"ATL","UA","United Air Lines Inc.",444,15.02,2.51,12.99,0,19.48,2700,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
3,"ATL","F9","Frontier Airlines Inc.",252,15.38,0,12.63,0,21.99,3850,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
7,"ATL","AA","American Airlines Inc.",1014,116.01,14.54,95.68,1,89.77,20483,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
8,"ATL","F9","Frontier Airlines Inc.",303,30.41,0.04,36.37,0,43.18,7587,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
9,"ATL","OH","PSA Airlines Inc.",102,5.75,3.5,9.26,0,4.5,2149,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
6,"ATL","WN","Southwest Airlines Co.",3488,214.15,36.91,268.43,3.89,300.61,52626,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
9,"ATL","AA","American Airlines Inc.",963,68.53,5.88,79.5,2.46,52.62,12035,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
12,"ATL","YX","Republic Airline",477,20.26,2.41,34.76,0,31.57,4203,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
1,"ATL","DL","Delta Air Lines Inc.",19038,626.11,178.39,939.91,0,917.58,240743,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
7,"ATL","WN","Southwest Airlines Co.",3588,236.83,34.84,241.83,4.35,310.15,52388,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
6,"ATL","NK","Spirit Air Lines",737,14.48,3.14,143,0.06,13.33,12118,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
2,"ATL","DL","Delta Air Lines Inc.",17790,513.88,77.4,637.7,1.7,631.31,143740,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
5,"ATL","YX","Republic Airline",372,18.68,6.8,33.44,0,24.08,4744,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
6,"ATL","MQ","Envoy Air",78,4.34,1.99,18.21,0,5.46,2179,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
2,"ATL","YX","Republic Airline",416,11.98,3.25,34.71,0,19.07,3432,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
8,"ATL","NK","Spirit Air Lines",762,33.02,5.93,99.05,0,45.99,16282,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
4,"ATL","EV","ExpressJet Airlines Inc.",791,31.56,0,18.44,0,73,13742,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
10,"ATL","MQ","Envoy Air",57,1,0,6.33,0,5.67,453,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
6,"ATL","F9","Frontier Airlines Inc.",312,36,1.36,30.04,0,38.61,8299,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
12,"ATL","AS","Alaska Airlines Inc.",52,2.83,0,5.74,0,0.43,287,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
5,"ATL","NK","Spirit Air Lines",683,20.3,3.91,76.82,0,21.97,7799,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
6,"ATL","B6","JetBlue Airways",288,35.11,5.44,18.38,0,18.07,4755,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
9,"ATL","AS","Alaska Airlines Inc.",51,0,0,1,0,0,17,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
12,"ATL","DL","Delta Air Lines Inc.",19224,527.28,71.79,745.58,0.97,633.39,114809,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
2,"ATL","MQ","Envoy Air",53,1.74,0,4.83,0,4.43,560,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
4,"ATL","AA","American Airlines Inc.",930,51.6,5.07,50.15,0.15,38.02,7636,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
2,"ATL","EV","ExpressJet Airlines Inc.",518,15.14,0,20.17,0,42.69,5450,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
6,"ATL","AA","American Airlines Inc.",964,73.55,17.68,96.71,0.21,71.85,15251,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
7,"ATL","MQ","Envoy Air",53,3.62,0,4.06,0,3.33,534,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
6,"ATL","9E","Endeavor Air Inc.",2312,75.7,29.48,145.3,0,228.53,51054,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
10,"ATL","AA","American Airlines Inc.",1032,72.23,7.16,68.13,0.07,66.4,12882,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
2,"ATL","F9","Frontier Airlines Inc.",243,13.49,0,11.21,0,33.3,4541,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
12,"ATL","9E","Endeavor Air Inc.",3144,101.09,22.44,134.91,1,328.56,52771,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
5,"ATL","F9","Frontier Airlines Inc.",324,23.04,1.24,36.01,0,28.71,4975,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
5,"ATL","MQ","Envoy Air",51,0.92,0.14,6.09,0,6.85,839,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
11,"ATL","OH","PSA Airlines Inc.",103,8.69,0.57,13.44,0,7.29,1344,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
8,"ATL","WN","Southwest Airlines Co.",3643,207.05,37.18,236.83,3.34,258.61,44650,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
4,"ATL","MQ","Envoy Air",27,0,0,1,0,0,28,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
3,"ATL","B6","JetBlue Airways",265,29.61,1.58,12.43,0,11.38,3011,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
9,"ATL","OO","SkyWest Airlines Inc.",1832,67.61,21.07,94.52,0,131.81,22936,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
7,"ATL","YX","Republic Airline",297,10.95,5.45,34.27,0,8.34,4119,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
7,"ATL","OO","SkyWest Airlines Inc.",2269,70.55,34.77,117.21,0,211.46,33935,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
12,"ATL","AA","American Airlines Inc.",1029,92.27,8.22,79.6,1.01,51.89,10847,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
10,"ATL","OO","SkyWest Airlines Inc.",1869,41.62,9.33,91.45,0,100.61,15321,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
10,"ATL","OH","PSA Airlines Inc.",111,7.18,0,6.46,0,3.36,716,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
12,"ATL","MQ","Envoy Air",56,1.29,2.51,4.61,0,3.59,649,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
11,"ATL","EV","ExpressJet Airlines Inc.",150,15.54,0,13.62,0,16.84,7990,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
11,"ATL","AA","American Airlines Inc.",1001,67,6.5,107.36,1,60.14,12535,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
9,"ATL","YV","Mesa Airlines Inc.",191,12,7,18,0,10,2972,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
4,"ATL","NK","Spirit Air Lines",668,3.47,0,105.55,0,3.98,8462,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
3,"ATL","EV","ExpressJet Airlines Inc.",1001,58.94,0,44.71,0,96.35,14688,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
12,"ATL","WN","Southwest Airlines Co.",3465,245.97,7.29,170.16,3.32,314.26,33444,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
8,"ATL","YX","Republic Airline",382,8.88,7.33,31.48,0.29,22.01,3497,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
11,"ATL","UA","United Air Lines Inc.",358,17.36,3.58,41.27,0,31.78,5062,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
12,"ATL","YV","Mesa Airlines Inc.",190,26,4,14,1,8,4702,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
3,"ATL","9E","Endeavor Air Inc.",2294,59.06,7.9,130.1,0,161.94,24057,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
6,"ATL","DL","Delta Air Lines Inc.",21029,1026.09,188.33,1515.76,2.36,1443.45,370937,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
7,"ATL","9E","Endeavor Air Inc.",2466,55.88,30.18,136.75,0.02,157.18,31302,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
12,"ATL","F9","Frontier Airlines Inc.",248,22.92,0,14.84,0,28.25,3760,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
5,"ATL","UA","United Air Lines Inc.",440,25.63,2.49,29.92,0,39.95,6244,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
9,"ATL","EV","ExpressJet Airlines Inc.",732,23.23,0,29.83,0,48.94,6040,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
10,"ATL","B6","JetBlue Airways",292,23.29,0,22.36,0.47,11.88,3261,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
7,"ATL","EV","ExpressJet Airlines Inc.",1107,56.41,0,71.13,0,73.46,15313,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
9,"ATL","MQ","Envoy Air",55,1.64,0.33,6.81,0,3.22,575,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
8,"ATL","YV","Mesa Airlines Inc.",226,15,6,7,0,8,2920,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
5,"ATL","B6","JetBlue Airways",298,44.88,1.31,20.78,0,23.03,6331,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
7,"ATL","AS","Alaska Airlines Inc.",88,3,0,1,0,0,190,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
5,"ATL","WN","Southwest Airlines Co.",3593,208.38,18.81,203.74,1.58,362.49,43042,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
2,"ATL","YV","Mesa Airlines Inc.",194,20,3,8,0,11,2177,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
9,"ATL","DL","Delta Air Lines Inc.",20071,565.94,90.08,852.12,3,721.85,133589,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
1,"ATL","OH","PSA Airlines Inc.",68,5.13,0,3.04,0,3.83,470,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
10,"ATL","DL","Delta Air Lines Inc.",21187,529.94,47.63,868.27,2,662.16,116097,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
7,"ATL","NK","Spirit Air Lines",762,28.45,11.41,127.19,1.24,32.71,14269,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
6,"ATL","OH","PSA Airlines Inc.",104,9.22,2.68,9.15,0,4.95,2313,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
11,"ATL","YV","Mesa Airlines Inc.",172,20,6,14,0,15,3385,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
11,"ATL","NK","Spirit Air Lines",689,29.93,0.38,107.01,1.12,21.56,9510,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
10,"ATL","UA","United Air Lines Inc.",347,12.5,0.22,21.96,0,11.32,2539,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
1,"ATL","YV","Mesa Airlines Inc.",191,15.67,0.09,4.07,0,6.17,2053,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
10,"ATL","YX","Republic Airline",513,13.29,1.2,25.48,0,20.02,2791,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
2,"ATL","9E","Endeavor Air Inc.",1889,63.57,8.46,75.77,0,158.2,29744,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
2,"ATL","NK","Spirit Air Lines",570,22.68,1.06,38.9,0,30.36,6351,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
6,"ATL","YX","Republic Airline",319,7.85,5.97,22.08,0,15.09,3316,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
6,"ATL","OO","SkyWest Airlines Inc.",2295,78.13,66.75,134.54,0,255.58,56782,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
7,"ATL","F9","Frontier Airlines Inc.",324,32.14,4.43,32.81,0,53.62,8788,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
2,"ATL","WN","Southwest Airlines Co.",3123,139.16,6.78,99.72,2.5,198.84,19017,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
8,"ATL","OH","PSA Airlines Inc.",112,16.67,3,12.75,0,11.58,3058,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
3,"ATL","AA","American Airlines Inc.",965,54.06,3,35.25,0,47.69,7131,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
5,"ATL","9E","Endeavor Air Inc.",2507,55.72,16.12,136.55,0,129.6,21647,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
11,"ATL","WN","Southwest Airlines Co.",3474,201.7,9.87,312.53,2.84,251.06,35692,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
3,"ATL","YX","Republic Airline",505,15.23,0.12,20.74,0,16.91,2580,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
8,"ATL","9E","Endeavor Air Inc.",2532,70.8,32.63,129.76,0,204.81,34222,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
3,"ATL","WN","Southwest Airlines Co.",3631,167.8,7.63,122.94,2.47,208.16,23235,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
11,"ATL","F9","Frontier Airlines Inc.",254,20.28,0,22.07,0,31.66,4501,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
5,"ATL","YV","Mesa Airlines Inc.",191,11,4,13,0,2,1704,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
1,"ATL","AS","Alaska Airlines Inc.",36,0,0,2,0,0,39,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
10,"ATL","AS","Alaska Airlines Inc.",53,2.96,0,5.16,0,1.88,234,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
2,"ATL","OH","PSA Airlines Inc.",68,3.84,1.3,5.36,0,8.5,764,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
7,"ATL","UA","United Air Lines Inc.",430,29.04,3.9,47.86,0,40.21,8788,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
7,"ATL","YV","Mesa Airlines Inc.",233,25,5,13,0,17,5777,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
5,"ATL","DL","Delta Air Lines Inc.",21384,804.37,107.55,1198.66,2.65,981.76,186765,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
11,"ATL","DL","Delta Air Lines Inc.",19820,643.43,102.16,1884.42,1,1264,204446,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
9,"ATL","NK","Spirit Air Lines",693,27.85,5.08,63.5,0,17.56,7633,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
2,"ATL","AA","American Airlines Inc.",858,48.19,5.1,39.21,0.11,43.39,7903,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
6,"ATL","AS","Alaska Airlines Inc.",85,0.93,0,5.24,0,3.83,318,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
12,"ATL","OO","SkyWest Airlines Inc.",2182,81.02,29.62,113.16,0.09,223.11,40625,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
12,"ATL","OH","PSA Airlines Inc.",109,7.76,1.53,9.24,0.03,11.44,1420,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
1,"ATL","UA","United Air Lines Inc.",434,15.5,5.67,15.96,0,16.87,3962,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
11,"ATL","B6","JetBlue Airways",268,31.97,1.67,55.13,0,13.23,5676,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
8,"ATL","OO","SkyWest Airlines Inc.",2227,82.53,36.54,97.09,0.19,223.65,36153,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
1,"ATL","WN","Southwest Airlines Co.",3529,144.25,4.45,112.23,0,201.08,20436,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
8,"ATL","DL","Delta Air Lines Inc.",21931,755.76,162.84,898,3,1032.4,213951,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
8,"ATL","UA","United Air Lines Inc.",427,31.73,5.13,38.45,0,34.69,8280,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
6,"ATL","YV","Mesa Airlines Inc.",201,19,1,19,0,8,3518,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
1,"ATL","NK","Spirit Air Lines",629,28.17,2.88,55.27,1,17.68,6276,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
4,"ATL","DL","Delta Air Lines Inc.",20637,622.14,74.44,764.16,3,674.26,133813,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
5,"ATL","AS","Alaska Airlines Inc.",62,0,0,3,0,1,92,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
9,"ATL","WN","Southwest Airlines Co.",3362,128.6,20.3,133.57,1.75,179.78,23437,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
12,"ATL","UA","United Air Lines Inc.",337,15.37,0.01,26.02,0,16.6,2702,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
11,"ATL","AS","Alaska Airlines Inc.",51,1.8,0.8,4.52,0,1.88,537,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
5,"ATL","OH","PSA Airlines Inc.",107,6.08,1.11,8.63,0,8.18,1521,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
5,"ATL","OO","SkyWest Airlines Inc.",1985,50.36,31.22,120.67,0,160.74,23992,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
4,"ATL","AS","Alaska Airlines Inc.",60,0,0,0,0,1,26,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
2,"ATL","UA","United Air Lines Inc.",386,12.84,1.53,18.65,0,10.97,2672,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
4,"ATL","WN","Southwest Airlines Co.",3509,179.45,8.28,137.5,1.25,255.52,30196,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
3,"ATL","MQ","Envoy Air",61,0.51,1,2.13,0,2.37,689,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
1,"ATL","F9","Frontier Airlines Inc.",272,19.31,0.34,6.8,0,23.55,4155,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
1,"ATL","B6","JetBlue Airways",147,16.73,0.79,12.53,0.07,10.88,2381,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
3,"ATL","YV","Mesa Airlines Inc.",158,7,0,5,0,1,827,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
9,"ATL","YX","Republic Airline",487,17.22,4.41,31.75,0,22.61,3904,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
4,"ATL","OH","PSA Airlines Inc.",109,11.63,0,11.11,0,5.26,1142,"Hartsfield-Jackson Atlanta International Airport","Atlanta","GA",33.64044,-84.42694
